erId,size,artist,title,medium,signed,sold,hammerGBP,saleDate,url,lotId,action,reason,editionNote
forum-74143-er,8,David Hockney,,Unique polaroid print in colours,True,True,4500.0,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/111-david-hockney-b1937a-young-model-74143,74143,clear,no 'edition of N' in the note,
forum-74144-er,8,David Hockney,,Unique polaroid print in colours,True,True,4500.0,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/112-david-hockney-b1937byron-upton-74144,74144,clear,no 'edition of N' in the note,
forum-74145-er,8,David Hockney,,The scarce colour copier print,True,True,4500.0,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/113-david-hockney-b1937my-little-house-at-the-sea-74145,74145,clear,no 'edition of N' in the note,proofs printed
forum-74148-er,8,Peter Markham Scott,,Pen and ink on paper,True,True,800.0,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/48-peter-markham-scott-1909-1999canada-geese-taking-flight-74148,74148,clear,no 'edition of N' in the note,
forum-74154-er,8,John Piper,,Screenprint in colours,True,True,2200.0,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/57-john-piper-1903-1992west-walton-levinson-332-74154,74154,clear,no 'edition of N' in the note,proofs aiside from the edition
forum-74157-er,8,Paul Nash,,Lithograph,True,True,13000.0,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/47-paul-nash-1889-1946german-double-pillbox-poston-l5-6-74157,74157,clear,no 'edition of N' in the note,
forum-74174-er,4,Peter Blake,Hats,Unique polaroid in colours,True,True,110.0,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/76-peter-blake-b1932hats-74174,74174,clear,no 'edition of N' in the note,
forum-74178-er,8,Francis Bacon,,Lithograph printed in colours,True,True,19000.0,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/72-francis-bacon-1909-1992portrait-of-michel-leiris-sabatier-30-74178,74178,clear,no 'edition of N' in the note,numbered from the edition 150
forum-74179-er,8,Henry Moore,Multicoloured Reclining Figure (Cramer 99),Lithograph printed in colours,True,True,450.0,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/36-henry-moore-1898-1986multicoloured-reclining-figure-cramer-74179,74179,clear,no 'edition of N' in the note,numbered from the edition in blue ink
forum-74180-er,8,Ben Nicholson,,Etching,True,False,,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/49-ben-nicholson-1894-1982fragment-of-a-tuscan-cathedral-74180,74180,clear,no 'edition of N' in the note,numbered from the edition in blue ink
forum-74193-er,4,Mr Doodle (Sam Cox),,Screenprint in colours,True,True,4000.0,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/157-mr-doodle-b1994untitled-tenterden-74193,74193,clear,no 'edition of N' in the note,a proof aside from the edition
forum-74195-er,8,David Hockney,,Offset lithograph,False,True,480.0,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/107-david-hockney-b1937little-boodge-74195,74195,clear,no 'edition of N' in the note,
forum-74196-er,4,Phyllida Barlow,,Mixed media on paper,True,True,550.0,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/80-phyllida-barlow-b1944untitled-74196,74196,clear,no 'edition of N' in the note,
forum-74207-er,4,Chris Levine,,Unique archival inkjet print in colours,False,True,3200.0,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/128-chris-levine-b1960she39s-light-laser-3-74207,74207,clear,no 'edition of N' in the note,
forum-74209-er,8,David Dawson,,C-Type print in colours,True,False,,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/86-david-dawson-b1960lucian-freud-74209,74209,clear,no 'edition of N' in the note,
forum-74211-er,8,Ryan Callanan (RYCA),,Screenprint with gold leaf in artist's frame,True,False,,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/159-ryan-callanan-b1981fanfuckintastic-gold-74211,74211,confirm,note: numbered from the edition of 8 in white ink verso,numbered from the edition of 8 in white ink verso
forum-74214-er,2,David Hockney,Composition Red & Blue (Momart),Lithograph printed in colours,False,True,400.0,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/106-david-hockney-b1937composition-red-amp-blue-momart-74214,74214,clear,no 'edition of N' in the note,
forum-74227-er,2,Connor Brothers,Call Me Anything But Ordinary,Hand-painted vintage paperback with screenprint additions,True,False,,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/154-the-connor-brothers-b1968call-me-anything-but-ordinary-74227,74227,confirm,note: numbered from the edition of 2 on a label affixed to the reverse,numbered from the edition of 2 on a label affixed to the reverse
forum-74228-er,2,Connor Brothers,"Maybe Its Not About A Happy Ending, Maybe It's About The Story",Hand-painted vintage paperback with screenprint additions,True,False,,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/155-the-connor-brothers-b1968maybe-its-not-about-a-happy-ending-74228,74228,confirm,note: numbered from the edition of 2 on a label affixed to the reverse,numbered from the edition of 2 on a label affixed to the reverse
forum-74237-er,2,Henry Moore,,Lithograph printed in colours,False,True,600.0,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/38-henry-moore-1898-1986four-standing-figures-cramer-323-74237,74237,clear,no 'edition of N' in the note,numbered from the edition 110
forum-74247-er,8,Adrian Heath,Los Boliches,Graphite and grey acrylic on paper,True,False,,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/30-adrian-heath-1920-1992los-boliches-74247,74247,clear,no 'edition of N' in the note,
forum-74248-er,4,John Piper,,Lithograph printed in colours,True,True,600.0,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/55-john-piper-1903-1992yarnton-monument-oxon-levinson-70-74248,74248,clear,no 'edition of N' in the note,
forum-74250-er,8,Patrick Hughes,The Studio,Graphite,True,False,,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/27-patrick-hughes-b1939the-studio-74250,74250,clear,no 'edition of N' in the note,
forum-74255-er,2,David Shrigley,,Woodcut,True,False,,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/144-david-shrigley-b1968web-74255,74255,clear,no 'edition of N' in the note,
forum-74256-er,2,David Shrigley,,Woodcut,True,False,,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/145-david-shrigley-b1968bbb-74256,74256,clear,no 'edition of N' in the note,
forum-74264-er,4,David Hockney,,Offset lithographic poster printed in colours,False,True,350.0,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/104-david-hockney-b1937fiesta-baggott-178-74264,74264,clear,no 'edition of N' in the note,
forum-74265-er,8,David Hockney,,Offset lithograph printed in colours,False,True,110.0,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/105-david-hockney-b1937skater-xiv-olympic-winter-games-sarajevo-74265,74265,clear,no 'edition of N' in the note,
forum-74269-er,4,Phyllida Barlow,,Mixed media on paper,True,False,,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/79-phyllida-barlow-b1944untitled-74269,74269,clear,no 'edition of N' in the note,
forum-74272-er,8,John Piper,,A rare possibly unique collection of five state colour separations of the lithograph and an impression of the final state,False,True,1400.0,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/59-john-piper-1903-1992long-medford-church-progressive-colour-74272,74272,clear,no 'edition of N' in the note,Proof rubber stamp
forum-74279-er,2,Connor Brothers,,Hand-painted vintage paperback with screenprint additions,True,True,2200.0,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/156-the-connor-brothers-b1968vice-versa-74279,74279,confirm,note: numbered from the edition of 2,numbered from the edition of 2
forum-74280-er,8,Ben Eine,Shutter Font A-Z,Unique spray paint on canvas with glitter,True,False,,2020-12-07,https://www.forumauctions.co.uk/bidding/1069-best-of-british-prints-and-editions-345/161-ben-eine-b1970shutter-font-a-z-74280,74280,clear,no 'edition of N' in the note,
forum-75938-er,8,Ai Weiwei,Artist's Hand,Electroplated rhodium on cast urethane resin,False,False,,2021-02-04,https://www.forumauctions.co.uk/bidding/2188-prints-editions-368/3-ai-weiwei-b1957artist39s-hand-75938,75938,clear,no 'edition of N' in the note,
forum-75940-er,8,Barbara Kruger,,Lithograph printed in colours,False,True,1600.0,2021-02-04,https://www.forumauctions.co.uk/bidding/2188-prints-editions-368/68-barbara-kruger-b1945surveillance-75940,75940,clear,no 'edition of N' in the note,
forum-75945-er,8,Invader,Invasion of Miami,Offset lithograph printed in colours,False,True,60.0,2021-02-04,https://www.forumauctions.co.uk/bidding/2188-prints-editions-368/77-invader-b1969invasion-of-miami-75945,75945,clear,no 'edition of N' in the note,
forum-75947-er,4,David Hockney,,Offset lithographic poster printed in colours,False,True,160.0,2021-02-04,https://www.forumauctions.co.uk/bidding/2188-prints-editions-368/65-david-hockney-b1937fiesta-baggott-178-75947,75947,clear,no 'edition of N' in the note,
forum-75950-er,4,Jacob Kassay,Untitled (Redacted Book),Book,True,True,30.0,2021-02-04,https://www.forumauctions.co.uk/bidding/2188-prints-editions-368/59-jacob-kassay-b1984untitled-redacted-book-75950,75950,clear,no 'edition of N' in the note,
forum-75951-er,8,KAWS,,The two sets of painted vinyl multiples,False,False,,2021-02-04,https://www.forumauctions.co.uk/bidding/2188-prints-editions-368/49-kaws-b1974bus-stop-1-amp-2-75951,75951,clear,no 'edition of N' in the note,
forum-75954-er,8,Jonas Wood,Large Shelf Still Life 2017,Offset lithograph printed in colours,False,True,750.0,2021-02-04,https://www.forumauctions.co.uk/bidding/2188-prints-editions-368/32-jonas-wood-b1977large-shelf-still-life-2017-75954,75954,clear,no 'edition of N' in the note,
forum-75958-er,2,Julian Opie,Fish,Woodcut printed on wallpaper,False,False,,2021-02-04,https://www.forumauctions.co.uk/bidding/2188-prints-editions-368/16-julian-opie-b1958-afterfish-75958,75958,clear,no 'edition of N' in the note,
forum-75960-er,4,Andy Warhol & Keith Haring,,Screenprint in colours,False,True,800.0,2021-02-04,https://www.forumauctions.co.uk/bidding/2188-prints-editions-368/74-andy-warhol-1928-1987-amp-keith-haring-1958-199020th-75960,75960,clear,no 'edition of N' in the note,
forum-75962-er,8,David Hockney,,Offset lithograph,False,True,500.0,2021-02-04,https://www.forumauctions.co.uk/bidding/2188-prints-editions-368/66-david-hockney-b1937little-boodge-75962,75962,clear,no 'edition of N' in the note,
forum-75971-er,8,Julian Opie,,Screenprint in colours,False,True,850.0,2021-02-04,https://www.forumauctions.co.uk/bidding/2188-prints-editions-368/17-julian-opie-b-1958woman-taking-off-man39s-shirt-cristea-p244-75971,75971,clear,no 'edition of N' in the note,
forum-75972-er,2,Allen Jones,Right-hand Woman wallpaper (one panel),Screenprint in colours,False,False,,2021-02-04,https://www.forumauctions.co.uk/bidding/2188-prints-editions-368/58-allen-jones-b1937-afterright-hand-woman-wallpaper-one-panel-75972,75972,clear,no 'edition of N' in the note,
forum-75982-er,8,Charming Baker,,Unique screenprint in colours,True,False,,2021-02-04,https://www.forumauctions.co.uk/bidding/2188-prints-editions-368/13-charming-baker-b1964flocked-panda-72-75982,75982,clear,no 'edition of N' in the note,
forum-75986-er,2,Connor Brothers,,Hand-painted vintage paperback with screenprint additions,True,True,1900.0,2021-02-04,https://www.forumauctions.co.uk/bidding/2188-prints-editions-368/39-the-connor-brothers-b1968if-you39ve-got-a-skeleton-in-your-75986,75986,confirm,note: numbered from the edition of 2 on a label affixed to the reverse,numbered from the edition of 2 on a label affixed to the reverse
forum-75988-er,2,David Shrigley,Four Posters,Four offset lithographs printed in colours,False,True,950.0,2021-02-04,https://www.forumauctions.co.uk/bidding/2188-prints-editions-368/34-david-shrigley-b1968four-postersnbsp-75988,75988,clear,no 'edition of N' in the note,
forum-75989-er,2,Connor Brothers,,Hand-painted vintage paperback with screenprint additions,True,True,1900.0,2021-02-04,https://www.forumauctions.co.uk/bidding/2188-prints-editions-368/38-the-connor-brothers-b1968i-can-resist-everything-except-75989,75989,confirm,note: numbered from the edition of 2 on a label affixed to the reverse,numbered from the edition of 2 on a label affixed to the reverse
forum-75996-er,8,Julian Opie,Statuette (Cardigan),Laser-cut acrylic multiple,False,True,300.0,2021-02-04,https://www.forumauctions.co.uk/bidding/2188-prints-editions-368/15-julian-opie-b1958statuette-cardigan-75996,75996,clear,no 'edition of N' in the note,
forum-75997-er,8,Julian Opie,,Laser-cut acrylic multiple,False,True,300.0,2021-02-04,https://www.forumauctions.co.uk/bidding/2188-prints-editions-368/14-julian-opie-b1958statuette-telephone-75997,75997,clear,no 'edition of N' in the note,
forum-75998-er,2,Javier Calleja,,The cast painted vinyl multiple with metal hanging bracket,False,True,200.0,2021-02-04,https://www.forumauctions.co.uk/bidding/2188-prints-editions-368/42-javier-calleja-b1978little-maurizo-75998,75998,clear,no 'edition of N' in the note,
forum-75999-er,8,Ben Eine,Shutter Font A-Z,Unique spray paint on canvas with glitter,True,True,3200.0,2021-02-04,https://www.forumauctions.co.uk/bidding/2188-prints-editions-368/7-ben-eine-b1970shutter-font-a-z-75999,75999,clear,no 'edition of N' in the note,
forum-76000-er,2,Bambi,,Screenprint in colours,True,True,500.0,2021-02-04,https://www.forumauctions.co.uk/bidding/2188-prints-editions-368/35-bambi-b1982kiss-76000,76000,clear,no 'edition of N' in the note,an artist's proof aside from the edition
forum-76004-er,2,Bambi,You Lift My Spirits,Screenprint in colours,True,False,,2021-02-04,https://www.forumauctions.co.uk/bidding/2188-prints-editions-368/36-bambi-b1982you-lift-my-spirits-76004,76004,clear,no 'edition of N' in the note,an artist's proof aside from the edition
forum-80234-er,2,Dryden Goodwin,"State of the City, 2004",10 unique etchings and the original copper plate,False,False,,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/123-dryden-goodwin-b1971state-of-the-city-2004-80234,80234,clear,no 'edition of N' in the note,
forum-80247-er,2,Peter Peri,Le Langage des Fleur's,Graphite on paper,True,False,,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/158-peter-peri-b1971le-langage-des-fleur39s-80247,80247,clear,no 'edition of N' in the note,
forum-80258-er,2,Pablo Picasso,Adam International Review No. 322-4,The complete volume,True,True,450.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/82-pablo-picasso-1881-1973adam-international-review-no-322-4-80258,80258,clear,no 'edition of N' in the note,
forum-80264-er,8,Percy John Delf Smith,,Etching with drypoint,True,True,600.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/27-percy-john-delf-smith-1882-1948the-long-winding-way-from-80264,80264,clear,no 'edition of N' in the note,
forum-80265-er,4,Percy John Delf Smith,,Etching with drypoint,True,True,500.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/26-percy-john-delf-smith-1882-1948prisoners-from-the-dance-of-80265,80265,clear,no 'edition of N' in the note,
forum-80268-er,8,Karel Appel,Paris series - Boy and Bird,India ink on paper laid on canvas,True,False,,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/51-karel-appel-1921-2006paris-series-boy-and-bird-80268,80268,clear,no 'edition of N' in the note,
forum-80278-er,4,Damien Hirst,,Graphite on paper,True,True,3800.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/136-damien-hirst-b1965nice-tats-80278,80278,clear,no 'edition of N' in the note,
forum-80284-er,2,David Shrigley,Four Posters,Four offset lithographs printed in colours,False,True,480.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/166-david-shrigley-b1968four-posters-80284,80284,clear,no 'edition of N' in the note,
forum-80290-er,4,Tracey Emin,,The book,True,True,240.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/121-tracey-emin-b1963the-stain-80290,80290,clear,no 'edition of N' in the note,
forum-80294-er,8,Julian Opie,,Screenprint in colours,False,True,700.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/153-julian-opie-b1958woman-taking-off-man39s-shirt-cristea-p244-80294,80294,clear,no 'edition of N' in the note,
forum-80295-er,8,David Hockney,,Offset lithograph,False,True,550.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/134-david-hockney-b1937little-boodge-80295,80295,clear,no 'edition of N' in the note,
forum-80296-er,8,David Hockney,,Offset lithograph printed in colours,False,True,190.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/133-david-hockney-b1937skater-xiv-olympic-winter-games-sarajevo-80296,80296,clear,no 'edition of N' in the note,
forum-80297-er,4,Andy Warhol & Keith Haring,,Screenprint in colours,False,False,,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/96-andy-warhol-1928-1987-amp-keith-haring-1958-199020th-80297,80297,clear,no 'edition of N' in the note,
forum-80302-er,8,Patrick Cramer,Marc Chagall. The Illustrated books,The catalogue raisonné,False,True,90.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/47-patrick-cramermarc-chagall-the-illustrated-books-80302,80302,clear,no 'edition of N' in the note,
forum-80303-er,8,Giorgio and Guido Guastalla,Marino Marini Catalogue Raisonné of the Graphic Works,The catalogue raisonné,False,False,,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/46-giorgio-and-guido-guastallamarino-marini-catalogue-80303,80303,clear,no 'edition of N' in the note,
forum-80304-er,8,Dora Vallier,Braque The Complete Graphics,The catalogue raisonné,False,True,160.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/45-dora-vallierbraque-the-complete-graphics-80304,80304,clear,no 'edition of N' in the note,
forum-80321-er,2,Thomas Ruff,Nudes Kn 30,Offset lithographic poster printed in colours,False,False,,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/162-thomas-ruff-b1958nudes-kn-30-80321,80321,clear,no 'edition of N' in the note,
forum-80322-er,2,Andreas Gursky,,Offset lithographic poster printed in colours,False,True,90.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/124-andreas-gursky-b1955untitled-xviii-80322,80322,clear,no 'edition of N' in the note,
forum-80323-er,2,Wade Guyton,"Untitled (WG3521, 2015)",Offset lithographic poster printed in colours,False,False,,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/125-wade-guyton-b1972untitled-wg3521-2015-80323,80323,clear,no 'edition of N' in the note,
forum-80324-er,8,Allan D'Arcangelo,,Screenprint in colours,True,True,200.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/90-allan-d39arcangelo-1930-1998web-80324,80324,clear,no 'edition of N' in the note,numbered from the 250
forum-80325-er,8,David Hockney,,Offset lithographic poster printed in colours,False,True,260.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/132-david-hockney-b1937david-hockney-at-andre-emmerich-80325,80325,clear,no 'edition of N' in the note,
forum-80329-er,8,Victor Vasarely,,Screenprint in colours,True,False,,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/86-victor-vasarely-1906-1997l39echequier-80329,80329,clear,no 'edition of N' in the note,
forum-80342-er,2,Jasper Johns,"Painting with two balls, poster for the Amerika Haus Berlin",Screenprint in colours,False,False,,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/98-jasper-johns-b-1930painting-with-two-balls-poster-for-the-80342,80342,clear,no 'edition of N' in the note,
forum-80348-er,2,Bambi,Hero to Zero,Screenprint in colours,True,True,280.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/187-bambi-b1982hero-to-zero-80348,80348,clear,no 'edition of N' in the note,an artist's proof aside from the edition
forum-80349-er,2,Bambi,Kiss,Screenprint in colours,True,True,280.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/186-bambi-b1982kiss-80349,80349,clear,no 'edition of N' in the note,an artist's proof aside from the edition
forum-80354-er,4,Damien Hirst,Superstition,Offset lithograph printed in colours,True,True,480.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/139-damien-hirst-b1965superstition-80354,80354,clear,no 'edition of N' in the note,
forum-80359-er,8,Raoul Dufy,,Lithograph printed in colours,False,True,280.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/63-raoul-dufy-1877-1953reception-from-a-drawing-of-constantine-80359,80359,clear,no 'edition of N' in the note,a proof before the edition
forum-80361-er,4,Joan Miró,Sculptures (Mourlot 950),Lithograph printed in colours,False,False,,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/75-joan-miro-1893-1983sculptures-mourlot-950-80361,80361,clear,no 'edition of N' in the note,
forum-80375-er,2,Connor Brothers,,Hand-painted vintage paperback with screenprint additions,True,False,,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/191-the-connor-brothers-b1968is-a-lie-still-a-lie-80375,80375,confirm,note: numbered from the edition of 2 plus 2 artist's proofs,numbered from the edition of 2 plus 2 artist's proofs
forum-80376-er,2,Connor Brothers,,Hand-painted vintage paperback with screenprint additions,True,False,,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/192-the-connor-brothers-b1968all-of-the-true-things-i39m-about-80376,80376,confirm,note: numbered from the edition of 2 plus 2 artist's proofs,numbered from the edition of 2 plus 2 artist's proofs
forum-80377-er,2,Connor Brothers,,Hand-painted vintage paperback with screenprint additions,True,False,,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/193-the-connor-brothers-b1968i-can-resist-everything-exceptnbsp-80377,80377,confirm,note: numbered from the edition of 2 plus 2 artist's proofs,numbered from the edition of 2 plus 2 artist's proofs
forum-80378-er,4,Ai Weiwei,£ - 2020,Lithograph,False,False,,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/182-ai-weiwei-b1957163-2020-80378,80378,clear,no 'edition of N' in the note,
forum-80383-er,8,Andy Warhol,,Offset lithograph printed in colours,False,True,220.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/107-andy-warhol-1928-1987williams-college-museum-of-art-80383,80383,clear,no 'edition of N' in the note,
forum-80384-er,8,Richard Hamilton,Whitley Bay (Lullin 61),Hand-coloured photograph with screenprint,False,True,110.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/130-richard-hamilton-1922-2011whitley-bay-lullin-61-80384,80384,clear,no 'edition of N' in the note,
forum-80386-er,8,Les Levine,,The scarce publication,False,False,,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/101-les-levine-b1935culture-hero-materprint-jill-johnson-exposed-80386,80386,clear,no 'edition of N' in the note,
forum-80387-er,16,Jean Dubuffet,,Lithograph,True,True,450.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/70-jean-dubuffet-1901-1985la-danse-du-gaz-80387,80387,confirm,note: proof aside from the edition of 16,proof aside from the edition of 16
forum-80388-er,16,Jean Dubuffet,,Lithograph,True,True,400.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/69-jean-dubuffet-1901-1985nappe-l233opard233e-80388,80388,confirm,note: proof aside from the edition of 16,proof aside from the edition of 16
forum-80413-er,8,Beejoir,,Two screenprints with watercolour,True,True,100.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/211-beejoir-b1979texaco-oil-can-texaco-oil-can-80413,80413,clear,no 'edition of N' in the note,
forum-80417-er,8,Thierry Noir,,Acrylic on canvas,True,True,3800.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/205-thierry-noir-b19583-guitars-on-a-table-80417,80417,clear,no 'edition of N' in the note,
forum-80690-er,2,Tracey Emin,,Offset lithograph,False,True,110.0,2021-05-26,https://www.forumauctions.co.uk/bidding/1083-prints-and-editions-388/119-tracey-emin-b1963remember-easter-is-not-just-for-christmas-80690,80690,clear,no 'edition of N' in the note,
forum-81749-er,2,Grayson Perry,House of Love,Stainless-steel multiple,True,False,,2021-06-30,https://www.forumauctions.co.uk/bidding/2203-forum-auctions-artsy-summer-editions-373/8-grayson-perry-b1960house-of-love-81749,81749,clear,no 'edition of N' in the note,
forum-81751-er,8,Julian Opie,,Screenprint in colours,False,False,,2021-06-30,https://www.forumauctions.co.uk/bidding/2203-forum-auctions-artsy-summer-editions-373/51-julian-opie-b1958woman-taking-off-man39s-shirt-cristea-p244-81751,81751,clear,no 'edition of N' in the note,
forum-81752-er,8,David Hockney,,Offset lithograph,False,True,380.0,2021-06-30,https://www.forumauctions.co.uk/bidding/2203-forum-auctions-artsy-summer-editions-373/52-david-hockney-b1937little-boodge-81752,81752,clear,no 'edition of N' in the note,
forum-81753-er,4,David Hockney,,Offset lithographic poster printed in colours,False,False,,2021-06-30,https://www.forumauctions.co.uk/bidding/2203-forum-auctions-artsy-summer-editions-373/9-david-hockney-b1937fiesta-baggott-178-81753,81753,clear,no 'edition of N' in the note,
forum-81758-er,8,Jonas Wood,,Offset lithograph printed in colours,False,False,,2021-06-30,https://www.forumauctions.co.uk/bidding/2203-forum-auctions-artsy-summer-editions-373/57-jonas-wood-b1977large-shelf-still-life-81758,81758,clear,no 'edition of N' in the note,
forum-81766-er,4,Jean Cocteau,Poteries,Lithograph printed in colours,False,False,,2021-06-30,https://www.forumauctions.co.uk/bidding/2203-forum-auctions-artsy-summer-editions-373/15-jean-cocteau-1889-1963poteries-81766,81766,clear,no 'edition of N' in the note,a proof before the poster edition
forum-81767-er,2,Jean Cocteau,Les Amoreux,Lithograph printed in colours,False,False,,2021-06-30,https://www.forumauctions.co.uk/bidding/2203-forum-auctions-artsy-summer-editions-373/53-jean-cocteau-1889-1963les-amoreux-81767,81767,clear,no 'edition of N' in the note,a proof before the edition
forum-81768-er,2,Jean Cocteau,Nu au Voile,Lithograph printed in colours,False,False,,2021-06-30,https://www.forumauctions.co.uk/bidding/2203-forum-auctions-artsy-summer-editions-373/61-jean-cocteau-1889-1963nu-au-voile-81768,81768,clear,no 'edition of N' in the note,a proof before the edition
forum-81769-er,4,Le Corbusier (Charles-Edouard Jeanneret),Affiche pour la Tapisseries,Lithograph printed in colours,False,False,,2021-06-30,https://www.forumauctions.co.uk/bidding/2203-forum-auctions-artsy-summer-editions-373/62-le-corbusier-1887-1965affiche-pour-la-tapisseries-81769,81769,clear,no 'edition of N' in the note,
forum-81770-er,8,Fernand Léger,Léger. Affiche pour Berggruen,Lithograph printed in colours,False,False,,2021-06-30,https://www.forumauctions.co.uk/bidding/2203-forum-auctions-artsy-summer-editions-373/63-fernand-l233ger-1881-1955-afterl233ger-affiche-pour-81770,81770,clear,no 'edition of N' in the note,
forum-81772-er,4,Fernand Léger,Poster for L'Atelier Mourlot,Lithograph printed in colours,False,False,,2021-06-30,https://www.forumauctions.co.uk/bidding/2203-forum-auctions-artsy-summer-editions-373/17-fernand-l233ger-1881-1955-afterposter-for-l39atelier-mourlot-81772,81772,clear,no 'edition of N' in the note,
