institution,accessionNumber,title,rawMedium
Fonds d'art contemporain – Paris Collections,CMP18377,Nature,
Fonds d'art contemporain – Paris Collections,CMP17707,Pont en Royan,Estampe sur papier
Fonds d'art contemporain – Paris Collections,CMP19499,Sans titre,Carborundum
Fonds d'art contemporain – Paris Collections,CMAD2025.2.1,Éclosion d'un matin ensoleillé,Impression sur papier
Fonds d'art contemporain – Paris Collections,CMAD2025.1.1,Boings & Bams (Colors of the Big Bang),Impression sur papier
Fonds d'art contemporain – Paris Collections,JC2025.5.1,Je ne vois rien sous la couverture,Impression risographie
Fonds d'art contemporain – Paris Collections,CMP7980,Epave,Gravure sur papier
Fonds d'art contemporain – Paris Collections,JC2023.8.1,Sans-titre,
Fonds d'art contemporain – Paris Collections,CMP18589,Sans titre,Technique mixte sur papier
Fonds d'art contemporain – Paris Collections,CMG267,"L'été, salle du zodiaque de Hôtel de Ville",Gravure
Fonds d'art contemporain – Paris Collections,CMP18793,"Affiche d'exposition, Sonia Delaunay",Impression sur papier
Fonds d'art contemporain – Paris Collections,CMP17555,Composition 1/4,Film photographique sur papier
Fonds d'art contemporain – Paris Collections,CMP18152,Amazone,Gravure sur papier
Fonds d'art contemporain – Paris Collections,CMP18026,Jardin secret,Papier gauffré
Fonds d'art contemporain – Paris Collections,CMP19638,Carte de France,Aquantinte
Fonds d'art contemporain – Paris Collections,CM2024.26.1,Les bâtonnets sont les photorécepteurs...,"Impression numérique pigmentaire sur papier mat Hahnemuhle, film Lee Filter 704 (Lily)"
Fonds d'art contemporain – Paris Collections,CMP17010,Tête rose,Gravure en couleurs sur papier
Fonds d'art contemporain – Paris Collections,CMP18124,Espace du dedans,Gravure en couleur - gouge sur métal
Musée Zadkine,MZE 44.0,"Page de titre, feuillet double",Imprimé à l'encre noire sur papier
Musée Zadkine,2010.0.50,L'Enchanteur,Impression Offset sur papier couché
Musée Zadkine,2010.0.52,L'Enchanteur,Impression Offset sur papier
Musée Zadkine,2010.0.51,L'Enchanteur,Impression Offset sur papier
Musée Zadkine,MZS 420,Les Buveurs,Zinc
Musée départemental d'art contemporain de Rochechouart,2011.04,Los Ojos,Impression une couleur sur papier Hahnemuhle
Musée départemental d'art contemporain de Rochechouart,08.03,Galeria Ganku-Vysoke Tatry,"Impression sur papier, annotée au feutre"
Musée départemental d'art contemporain de Rochechouart,00.03,Kp'erioum,Impression sur papier japon
Musée départemental d'art contemporain de Rochechouart,2020.580,Sans titre,
Musée départemental d'art contemporain de Rochechouart,2020.07,Le chien infini 13,"Papier, encre et acétone"
Musée départemental d'art contemporain de Rochechouart,2022.16,Daily Express,Tirage couleur sur papier
Musée départemental d'art contemporain de Rochechouart,2022.13,End for palace,Tirage couleur sur papier
Musée départemental d'art contemporain de Rochechouart,2022.12,Voyage sur terre,Tirage couleur sur papier
Musée départemental d'art contemporain de Rochechouart,2022.14,Gunmen Think,Tirage couleur sur papier
Musée départemental d'art contemporain de Rochechouart,2022.15,Los Ecos,Tirage couleur sur papier
Musée départemental d'art contemporain de Rochechouart,FNAC 96471,A.E.I.O.U (empire austro-hongrois),Encre dactylographiée sur papier
MAMC+ Saint-Étienne Métropole,94.0.87,Corps,Gravure
MAMC+ Saint-Étienne Métropole,94.0.86,Corps,Encre sur papier d'Arches
MAMC+ Saint-Étienne Métropole,2023.7.163,Galleria Marilena Bonomo Bari,Impression sur papier
MAMC+ Saint-Étienne Métropole,2023.7.169,Moderne,Impression couleur offset en noir et rouge sur papier vélin d'Arches
MAMC+ Saint-Étienne Métropole,2023.7.8,Moi aussi je me suis demandé ...,Impression sur une page de magazine
MAMC+ Saint-Étienne Métropole,57.5.1,Tableau-Poème,Tirage offset sur papier vélin filigrané Arches
MAMC+ Saint-Étienne Métropole,75.19.1,Cantabile,Métaux rivés couleur estampage tirée sur papier Arches
MAMC+ Saint-Étienne Métropole,69.11.1,Multiple,Empreinte à sec sur papier
MAMC+ Saint-Étienne Métropole,89.50.1,Sans titre,Tampons sur papier fibreux teinté
MAMC+ Saint-Étienne Métropole,55.1.1,Nu couché,Bois tiré en brun sur papier vergé marqué l'Estampe
MAMC+ Saint-Étienne Métropole,75.18.1,(Sans titre),Gravure à la gouge sur cuivre en couleur tirée sur papier
MAMC+ Saint-Étienne Métropole,2001.17.8,Sans titre,Impression sur papier Japon
MAMC+ Saint-Étienne Métropole,94.0.269,Document dactylographié,Document dactylographié (20 pages) relié par un scotch noir - couverture en carton
MAMC+ Saint-Étienne Métropole,43.1.87,Le second coup de feu,Manière de lavis sur papier chiffon
MAMC+ Saint-Étienne Métropole,92.9.712,Sans titre,
MAMC+ Saint-Étienne Métropole,68.12.1,L'intolérant,Gravure sur papier façonné à la main
MAMC+ Saint-Étienne Métropole,2021.10.3,Autonome,Impression numérique sur mylar
MAMC+ Saint-Étienne Métropole,2021.10.4,Autonome,Impression numérique sur mylar
MAMC+ Saint-Étienne Métropole,2021.10.2,Autonome,Impression numérique sur mylar
MAMC+ Saint-Étienne Métropole,2021.10.6,Super Lion,Impression numérique sur papier
MAMC+ Saint-Étienne Métropole,92.9.12 (1-23),Games,Planche imprimée
MAMC+ Saint-Étienne Métropole,92.9.74,14 cartes postales,Impression noir et blanc sur carton
MAMC+ Saint-Étienne Métropole,92.9.691 (1-49),Image Bank post card show,"Papier, carton"
MAMC+ Saint-Étienne Métropole,92.9.57,The frozen exhibition,Feutrine sur carton tamponné
MAMC+ Saint-Étienne Métropole,92.9.95,Art words and book works,"Papier, carton"
MAMC+ Saint-Étienne Métropole,43.1.361,Portrait de Pierre-Paul Rubens,Roulette sur papier chiffon (dit en pointillé)
MAMC+ Saint-Étienne Métropole,2021.10.1,Autonome,Impression numérique sur mylar
MAMC+ Saint-Étienne Métropole,2021.10.5,Super Lion,Impression numérique sur mylar
MAMC+ Saint-Étienne Métropole,2022.18.4,Écrans,Émulsion de gomme bichromatée sérigraphiée sur papier Canson
MAMC+ Saint-Étienne Métropole,93.52.4,L'art roman,Estampe rehaussée sur papier à graver
MAMC+ Saint-Étienne Métropole,94.0.84,Corps,Encre sur papier d'Arches Estampe
MAMC+ Saint-Étienne Métropole,47.14.3,Chemin de Montaigüet,Bois en noir et blanc
MAMC+ Saint-Étienne Métropole,47.14.2,Malbuisson espace,Bois en trois couleurs sur papier pelure
MAMC+ Saint-Étienne Métropole,2001.34.1,Superbbastard trois-quart,"Impression à jet d'encre sur papier adhésif ""post-it"""
MAMC+ Saint-Étienne Métropole,92.9.9 (1-15),Sonntagsbilder,Impression photographique sur papier journal
MAMC+ Saint-Étienne Métropole,92.9.207,3.10' Diameter recording disks Proposal for Sonnabend Gallery,Tirage d'imprimerie sur papier
MAMC+ Saint-Étienne Métropole,92.9.85,Events and Games,"Papier, carton"
MAMC+ Saint-Étienne Métropole,92.9.46,Fluxus postcards,Impression sur papier
MAMC+ Saint-Étienne Métropole,92.9.690 (1-87),Image Bank post card show,"Papier, carton"
MAMC+ Saint-Étienne Métropole,92.9.82,Pour Robert Filliou (par Robert Filliou),Impression sur carton
MAMC+ Saint-Étienne Métropole,92.9.758 (1-8),(Sans titre),Impression sur papier
MAMC+ Saint-Étienne Métropole,2003.22.1,The naked city,Impression en noir et rouge sur papier
MAMC+ Saint-Étienne Métropole,43.1.793,Le petit Saint Jean,Roulette sur papier mécanique
MAMC+ Saint-Étienne Métropole,43.1.792,L'enfant Jésus,Roulette (pointillé) sur papier mécanique
MAMC+ Saint-Étienne Métropole,2004.2.3,Occupation des usines,Impression sur papier
MAMC+ Saint-Étienne Métropole,2004.2.4,Fin de l'université,Impression sur papier
MAMC+ Saint-Étienne Métropole,43.1.830,Jeune femme pleurant dans la nuit,Lithohraphie sur papier mécanique
MAMC+ Saint-Étienne Métropole,2004.2.1,Le pouvoir aux conseils de travailleurs,Impression sur papier
MAMC+ Saint-Étienne Métropole,2003.27.1,"- V, LÖ -",Estampe sur papier
MAMC+ Saint-Étienne Métropole,2004.2.5,Abolition de la société de classe,Impression sur papier
MAMC+ Saint-Étienne Métropole,2004.2.2,A bas la société spectaculaire marchande,Impression sur papier
MAMC+ Saint-Étienne Métropole,92.21.36,Action civique,Offset sur papier vélin blanc
MAMC+ Saint-Étienne Métropole,2021.17.1,20 ans,Xylogravure sur papier
MAMC+ Saint-Étienne Métropole,92.9.656,Sans titre,Impression off-set
MAMC+ Saint-Étienne Métropole,2017.8.1,(Sans titre),Encre sur papier gaufré entoilé au revers
Musée d'Art moderne et contemporain de Strasbourg,XXXIV 89 (e),Fourmi au bâton,Eau-fort sur papier
Musée d'Art moderne et contemporain de Strasbourg,LXXII 56,Deux danseuses,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,LXII 102,Femme nue couchée de dos,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,LXV 75,Paysage de neige,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,LXV 69,(Sans titre),Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,LXX 24,Femme à l'éventail,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.001.0.349,"Strasbourg, Place de la République",Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.004.18.6 (3),Dez Cruzeiros (BO4719/062448) (10 Cruzeiros),Papier
Musée d'Art moderne et contemporain de Strasbourg,55.004.18.6 (6),Vinte Cruzeiros (série 1654/035813) (20 Cruzeiros),Papier
Musée d'Art moderne et contemporain de Strasbourg,55.004.18.6 (5),Dez Cruzeiros (série 4036/008285) (10 Cruzeiros),Papier
Musée d'Art moderne et contemporain de Strasbourg,55.004.18.6 (4),Dez Cruzeiros (série 2313/011925) (10 Cruzeiros),Papier
Musée d'Art moderne et contemporain de Strasbourg,55.004.18.6 (7),Cem Cruzeiros (A 8090001661 A) (100 Cruzeiros),Papier
Musée d'Art moderne et contemporain de Strasbourg,55.004.18.6 (2),Um Cruzeiro (AO1112/051450) (1 Cruzeiro),Papier
Musée d'Art moderne et contemporain de Strasbourg,55.004.18.6 (1),Um Cruzeiro (série 1786A/094289) (1 Cruzeiro),papier
Musée d'Art moderne et contemporain de Strasbourg,55.2010.0.30,(Sans titre),Affiche
Musée d'Art moderne et contemporain de Strasbourg,55.2010.0.25,(Sans titre),Affiche
Musée d'Art moderne et contemporain de Strasbourg,55.2010.0.22,A = B,Affiche
Musée d'Art moderne et contemporain de Strasbourg,55.2010.0.38,Moi +Toi & Nous,Affiche
Musée d'Art moderne et contemporain de Strasbourg,55.2010.0.32,(Sans titre),Affiche
Musée d'Art moderne et contemporain de Strasbourg,55.2010.0.33,(Sans titre),Affiche
Musée d'Art moderne et contemporain de Strasbourg,55.2010.0.34,Geistesleben Wirtschaftsleben Rechtsleben,Affiche
Musée d'Art moderne et contemporain de Strasbourg,55.2010.0.19,Clean The House !,Affiche
Musée d'Art moderne et contemporain de Strasbourg,55.2010.0.27,Dead end,Affiche
Musée d'Art moderne et contemporain de Strasbourg,55.2010.0.21,(Sans titre),Affiche
Musée d'Art moderne et contemporain de Strasbourg,XIX 152,Au bord de la mer,Gravure en couleurs
Musée d'Art moderne et contemporain de Strasbourg,55.992.13.208,"La Paix, d'après un dessin de Doré",Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.980.2.45,(Sans titre),Encre de chine sur canson écru
Musée d'Art moderne et contemporain de Strasbourg,55.003.0.246,Six tree-column bases,Portfolio avec quatre feuilles imprimées en couleurs sur papier glacé
Musée d'Art moderne et contemporain de Strasbourg,55.003.0.247,Arbre de la liberté et sa floraison,Impression sur carton plat
Musée d'Art moderne et contemporain de Strasbourg,55.003.0.242,Six proposals for the improvement of Stockwood Park nurseries in the Borough of Luton,"Impression sur papier, canson de couleur pour les sous-chemises."
Musée d'Art moderne et contemporain de Strasbourg,55.003.0.245,Projet pour un parc républicain,Impression couleur sur papier vélin mécanique ocre.
Musée d'Art moderne et contemporain de Strasbourg,55.992.14.437,Type de Ceylan,Crayon sur papier vélin
Musée d'Art moderne et contemporain de Strasbourg,55.992.14.487,Fille de la forêt,Crayon sur papier vélin
Musée d'Art moderne et contemporain de Strasbourg,55.992.14.438,Dans le temple,Crayon sur papier vélin
Musée d'Art moderne et contemporain de Strasbourg,55.992.14.489,"Rue, Bombay",Crayon sur papier vélin
Musée d'Art moderne et contemporain de Strasbourg,55.992.14.436,Cambodgienne,Crayon et fusain sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.980.2.389,Composition géométrique,Gravure à la pointe sur papier Canson
Musée d'Art moderne et contemporain de Strasbourg,55.980.2.323,(Sans titre),Affiche en couleur
Musée d'Art moderne et contemporain de Strasbourg,55.980.2.384,Bocal,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.993.2.21,Bois original,Bois
Musée d'Art moderne et contemporain de Strasbourg,XXXIV 122 (1),Le Songe de la femme de Pilate,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.004.0.44,(Sans titre),Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.004.0.11,"Apparition du Christ, d'après Gustave Doré",Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,77.980.7.1,Eglise Saint-Guillaume,Gouache sur papier
Musée d'Art moderne et contemporain de Strasbourg,XXIX 208 (3),Plan topographique de la bataille de Magenta,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.980.2.352,(Sans titre),Carte de voeux avec estampage
Musée d'Art moderne et contemporain de Strasbourg,XXXIV 122 (4),Les soldats de la croix,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.004.0.99,La Légende du Juif errant,Gravures sur bois
Musée d'Art moderne et contemporain de Strasbourg,XXVII 60,Entrée des Français dans Sébastopol,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.980.2.364,(Sans titre),
Musée d'Art moderne et contemporain de Strasbourg,XXIX 208 (2),Bataille de Magenta,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,XXIX 208 (1),Combat de Montebello,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.003.0.273,Reise nach Kreta (Voyage en Crète),Eaux-fortes sur papier cuve fait à la main
Musée d'Art moderne et contemporain de Strasbourg,LXXI 93,Orgone 2,Estampage sur papier blanc avec couleur bleu
Musée d'Art moderne et contemporain de Strasbourg,LXXI 92,Point de fusion,Estampage sur papier blanc avec couleur rouge
Musée d'Art moderne et contemporain de Strasbourg,LXX 18,En force,Estampage sur papier blanc avec couleur rouge
Musée d'Art moderne et contemporain de Strasbourg,55.004.0.12,"Les Martyrs Chrétiens, d'après l'oeuvre de Gustave Doré",Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,XXXXVI 81 (b),"Cathédrale de Strasbourg, Espoir",Planche tirée en cliché et coloriée à la main par l'artiste
Musée d'Art moderne et contemporain de Strasbourg,55.003.0.6,Départ au combat,Gravure en couleur sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.003.0.3,(Sans titre),Gravure en couleur sur papier
Musée d'Art moderne et contemporain de Strasbourg,XXXXVI 17 (c),Femme de profil,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,XXXXVI 81 (d),Sainte Odile,Planche tirée en cliché et coloriée à la main par l'artiste
Musée d'Art moderne et contemporain de Strasbourg,77.979.0.859,Documents d'Art décoratif,Gravure sur zinc aquarellée
Musée d'Art moderne et contemporain de Strasbourg,77.984.21.1,Reise nach Argentinien (Voyage en Argentine),Eaux-fortes sur papier cuve fait à la main
Musée d'Art moderne et contemporain de Strasbourg,55.974.0.531,Bonne nuit,Gouache sur carton
Musée d'Art moderne et contemporain de Strasbourg,836,Meine Harmonie,
Musée d'Art moderne et contemporain de Strasbourg,77.975.1.27,Cheveux blancs,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,XXXIII 193,Frontispice de Monsieur des Lourdines de Alphonse de Chateaubriant,
Musée d'Art moderne et contemporain de Strasbourg,77.975.1.25,Lausanne,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,77.975.1.21,Fenêtre ouverte,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,77.979.12.3 (2),Femme sur un chemin,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.001.0.286,Femme et chien devant une porte,Gravure en couleurs sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.001.0.366,Portrait de Schopenhauer,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,77.975.1.24,Demande et Réponse,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.001.0.380,Marché à Bruges,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,77.976.8.1,Puits d'amour,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.001.0.352,(Sans titre),Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,LXXII 52,Carte de voeux de la galerie Antarès pour 1971,Estampage
Musée d'Art moderne et contemporain de Strasbourg,77.985.0.715,Route,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,LXXII 51,Carte de voeux pour 1971,Gravure en couleur sur papier
Musée d'Art moderne et contemporain de Strasbourg,77.975.6.4,L'Angoisse,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.001.0.377,Paysage,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.001.0.373,Femmes et enfants,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,XVIII 64,(Sans titre),Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,77.975.1.20,Le vagabond surpris,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,LXXI 13,(Sans titre),Gravure en couleurs avec estampages sur papier
Musée d'Art moderne et contemporain de Strasbourg,77.975.17.4,"Strasbourg, les Ponts Couverts",Crayon sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.001.0.255,Sur la Tamise,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,LXVIII 22,Nu féminin de dos,Estampage sur papier vélin
Musée d'Art moderne et contemporain de Strasbourg,55.001.0.384,Paysage,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,77.975.1.22,Le marchand désabusé,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.001.0.259,Paysage,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,77.975.1.23,Retour du mineur,Gravure sur papier vélin
Musée d'Art moderne et contemporain de Strasbourg,55.001.0.378,Paysage,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,77.979.0.206,Cour intérieur,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.001.0.304,Portrait de femme,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.001.0.379,Eglise à Assise,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.001.0.303,Portrait d'un vieil homme,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,77.975.1.28,Deux oiseaux morts,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,77.975.1.19,Curiosité,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.2010.0.35,(Sans titre),Affiche
Musée d'Art moderne et contemporain de Strasbourg,55.2010.0.20,(Sans titre),Affiche
Musée d'Art moderne et contemporain de Strasbourg,55.2010.0.28,(Sans titre),Affiche
Musée d'Art moderne et contemporain de Strasbourg,55.2010.0.29,(Sans titre),Affiche
Musée d'Art moderne et contemporain de Strasbourg,55.2010.0.24,(Sans titre),Affiche
Musée d'Art moderne et contemporain de Strasbourg,55.2010.0.26,(Sans titre),Affiche
Musée d'Art moderne et contemporain de Strasbourg,55.2010.0.37,What if it would happen to you,Affiche
Musée d'Art moderne et contemporain de Strasbourg,55.2010.0.31,(Sans titre),Affiche
Musée d'Art moderne et contemporain de Strasbourg,55.2010.0.23,(Sans titre),Affiche
Musée d'Art moderne et contemporain de Strasbourg,55.2016.0.2 (40),Loups de mer,Grevure sur bois
Musée d'Art moderne et contemporain de Strasbourg,55.001.0.395,Pont d'Alcantara à Tolède,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,XV 296,Winter auf der Heide,Gravure
Musée d'Art moderne et contemporain de Strasbourg,XVIII 45,Sportplatz,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,LXXIV 14,(Sans titre),Gravure en couleur
Musée d'Art moderne et contemporain de Strasbourg,77.978.13.1,Improvisation végétale n°3,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,77.978.15.3,Les Pauvres,Gravure
Musée d'Art moderne et contemporain de Strasbourg,77.978.8.2,Portrait,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,LXXII 46,Immobilité bleue,Estampage avec couleur sur papier
Musée d'Art moderne et contemporain de Strasbourg,77.977.16.2,(Sans titre),Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,LXV 42,Eté,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.001.0.437,Cathédrale de Strasbourg,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,77.978.8.1,(Sans titre),Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,77.977.16.1,(Sans titre),Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,77.978.13.2,Détour,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.002.0.9,Deux Statues de la cathédrale de Strasbourg,Deux eaux-fortes sur la même planche
Musée d'Art moderne et contemporain de Strasbourg,77.984.16.2,(Sans titre),Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,77.977.16.3,(Sans titre),Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.002.0.8,Portrait de Rousseau,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,LXVII 115,Personnage féminin ailé tenant par la main une petite Alsacienne et une petite Lorraine,Gravure en couleurs
Musée d'Art moderne et contemporain de Strasbourg,77.975.17.80,Oiseau mexicain,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,77.984.16.1,(Sans titre),Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,77.978.0.246,Nature morte,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.001.0.396,Paysage de San Gimignano,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.001.0.393,Enfant guidant une oie,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,LXXIII 67,L'arbre du Baron Taine,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.001.0.394,Portrait d'une fillette à côté d'une chaise alsacienne,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.992.13.168,Enfants espagnols,Plaque de cuivre
Musée d'Art moderne et contemporain de Strasbourg,55.003.0.249,L'Idylle des cerises,"Papier, couverture de canson rouge"
Musée d'Art moderne et contemporain de Strasbourg,55.003.0.244,A Shaped Path,Impression en noir et blanc sur papier glacé
Musée d'Art moderne et contemporain de Strasbourg,55.992.14.475,Femme hindoue,Crayon sur papier vélin
Musée d'Art moderne et contemporain de Strasbourg,77.990.7.3,Duo,"Gravure, impression en neuf couleur sur papier blanc cassé Arches"
Musée d'Art moderne et contemporain de Strasbourg,55.992.14.450,Porteuse,Crayon sur papier vélin
Musée d'Art moderne et contemporain de Strasbourg,77.990.7.1,Rupture,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.992.14.444,Homme barbu,Crayon sur papier vélin
Musée d'Art moderne et contemporain de Strasbourg,55.992.14.451,Porteuse,Crayon sur papier vélin
Musée d'Art moderne et contemporain de Strasbourg,55.992.14.478,Laotien,Crayon sur papier vélin
Musée d'Art moderne et contemporain de Strasbourg,55.992.14.491,Trois types indiens,Crayon sur papier vélin
Musée d'Art moderne et contemporain de Strasbourg,55.992.14.449,Porteuse,Crayon sur papier vélin
Musée d'Art moderne et contemporain de Strasbourg,55.992.14.481,"Groupe, Himalaya",Crayon sur papier vélin
Musée d'Art moderne et contemporain de Strasbourg,55.990.1.1,Die Wolkenpumpe (La pompe à nuages),Couverture originale illustrée de Hans Arp
Musée d'Art moderne et contemporain de Strasbourg,55.004.0.100,Vier gestochene Studien,Eaux-fortes sur papier
Musée d'Art moderne et contemporain de Strasbourg,7139,Illustrations pour les Contes et nouvelles en vers de Jean de la Fontaine,Dessins reproduits en fac-similé
Musée d'Art moderne et contemporain de Strasbourg,XX 98,Aux bords de la Bruche,Eaux-fortes sur papier
Musée d'Art moderne et contemporain de Strasbourg,XXIII 30,Suite de gravures sur bois,Gravures sur bois
Musée d'Art moderne et contemporain de Strasbourg,77.978.7.5,Cirk,Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.004.0.101,Les Passants,Gravures sur bois
Musée d'Art moderne et contemporain de Strasbourg,55.992.14.2000,Paraboles,Aquarelles reroduites en héliotypie
Musée d'Art moderne et contemporain de Strasbourg,3.242,11 Radierungen aus Hamburg,Eaux-fortes sur papier
Musée d'Art moderne et contemporain de Strasbourg,77.979.0.39,"Passion selon Saint-Matthieu, d'après le texte de Jean-Sébastien Bach",Eaux-fortes sur papier
Musée d'Art moderne et contemporain de Strasbourg,77.979.0.38,"Passion selon Saint-Matthieu, d'après le texte de Jean-Sébastien Bach",Eaux-fortes sur papier
Musée d'Art moderne et contemporain de Strasbourg,XXI 122,Les Passants,Gravures sur bois
Musée d'Art moderne et contemporain de Strasbourg,LXIX 46,Cantique des Cantiques,Eaux-fortes sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.004.0.98,Versailles,Eaux-fortes sur papier
Musée d'Art moderne et contemporain de Strasbourg,XXXXVI 81 (c),"Cathédrale de Strasbourg, Libération",Planche tirée en cliché et coloriée à la main par l'artiste
Musée d'Art moderne et contemporain de Strasbourg,XXXXVI 81 (a),"Cathédrale de Strasbourg, La Tourmente",Planche tirée en cliché et coloriée à la main par l'artiste
Musée d'Art moderne et contemporain de Strasbourg,XXXXVI 81 (f),Saint-Front de Périgueux,Planche tirée en cliché et coloriée à la main par l'artiste
Musée d'Art moderne et contemporain de Strasbourg,XXXXVI 81 (e),Cathédrale Saint-Front à Périgueux,Planche tirée en cliché et coloriée à la main par l'artiste
Musée d'Art moderne et contemporain de Strasbourg,LXV 30,Soleil d'hiver à Strasbourg,Planche tirée en cliché et coloriée à la main par l'artiste
Musée d'Art moderne et contemporain de Strasbourg,LXI 15,Les Bouteilles,Gouache sur papier
Musée d'Art moderne et contemporain de Strasbourg,XVI 284,(Sans titre),Gravure sur papier
Musée d'Art moderne et contemporain de Strasbourg,55.2022.6.2,Partie d'échecs,Gravure
Musée d'Art moderne et contemporain de Strasbourg,55.990.1.9,Zapiski Poeta,
Musée d'Art moderne et contemporain de Strasbourg,55.2012.0.230,"Plaque de cuivre des Sept péchés capitaux, La Gourmandise",Plaque de cuivre
Musée d'Art moderne et contemporain de Strasbourg,55.2012.0.229,"Plaque de cuivre des Sept péchés capitaux, l'Envie n°46",Plaque de cuivre
Musée d'Art moderne et contemporain de Strasbourg,55.2012.0.228,"Plaque de cuivre des Sept péchés capitaux, page de titre n° 50",Plaque de cuivre
Musée d'Art moderne et contemporain de Strasbourg,55.006.4.1,(Sans titre),Gravure en couleur sur papier
Musée Tomi Ungerer,99.2021.8.1,Card to Leaves (Des cartes aux feuilles),Grauvre sur bois
Musée Tomi Ungerer,99.991.2.98,(Sans titre),Impression Offset + graphite
Musée Tomi Ungerer,99.2020.2.2 (2),(Sans titre),Tirage quadri sur papier Tintoretto
Musée Tomi Ungerer,99.2020.2.1 (2),(Sans titre),Tirage quadri sur papier Tintoretto
Musée Tomi Ungerer,99.2020.2.3 (2),(Sans titre),Tirage quadri sur papier Tintoretto
Musée Tomi Ungerer,99.2020.3.1,(Sans titre),"Tirage fine-art sur papier Hahnemühle Photo Rag 308g,"
